
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      |
| 1349.png                 | 0.8709      | 0.7713      | 0.9675      | 0.7919      |
| 1350.png                 | 0.8684      | 0.7675      | 0.9248      | 0.8185      |
| 1353.png                 | 0.3065      | 0.1810      | 0.1810      | 0.9996      |
| 1354.png                 | 0.7076      | 0.5475      | 0.5493      | 0.9941      |
| 1355.png                 | 0.8767      | 0.7804      | 0.7928      | 0.9804      |
| 1356.png                 | 0.9581      | 0.9196      | 0.9442      | 0.9725      |
| 1357.png                 | 0.9640      | 0.9304      | 0.9522      | 0.9760      |
| 1358.png                 | 0.1226      | 0.0653      | 0.0653      | 1.0000      |
| 1359.png                 | 0.0809      | 0.0421      | 0.0421      | 1.0000      |
| 1370.png                 | 0.0579      | 0.0298      | 0.0298      | 0.9966      |
| 1371.png                 | 0.5922      | 0.4207      | 0.4288      | 0.9569      |
| 1372.png                 | 0.9097      | 0.8343      | 0.8410      | 0.9906      |
| 1373.png                 | 0.9143      | 0.8421      | 0.8858      | 0.9446      |
| 1374.png                 | 0.3019      | 0.1778      | 0.1801      | 0.9326      |
| 1375.png                 | 0.6777      | 0.5125      | 0.5326      | 0.9314      |
| 1376.png                 | 0.7746      | 0.6321      | 0.6754      | 0.9079      |
| 1377.png                 | 0.8147      | 0.6874      | 0.8235      | 0.8061      |
| 1378.png                 | 0.0478      | 0.0245      | 0.0246      | 0.8648      |
| 1379.png                 | 0.8091      | 0.6794      | 0.7368      | 0.8972      |
| 1380.png                 | 0.3226      | 0.1923      | 0.1955      | 0.9216      |
| 1381.png                 | 0.7635      | 0.6175      | 0.6481      | 0.9288      |
| 1382.png                 | 0.7591      | 0.6118      | 0.9076      | 0.6524      |
| 1389.png                 | 0.0439      | 0.0225      | 0.0225      | 0.9886      |
| 139.png                  | 0.9521      | 0.9087      | 0.9757      | 0.9297      |
| 1390.png                 | 0.0763      | 0.0397      | 0.0397      | 0.9983      |
| 1397.png                 | 0.1455      | 0.0785      | 0.0785      | 0.9940      |
| 14.png                   | 0.9672      | 0.9365      | 0.9762      | 0.9584      |
| 140.png                  | 0.9373      | 0.8820      | 0.9720      | 0.9050      |
| 1405.png                 | 0.0368      | 0.0188      | 0.0188      | 0.9672      |
| 1406.png                 | 0.7235      | 0.5668      | 0.5807      | 0.9594      |
| 1407.png                 | 0.7857      | 0.6471      | 0.7058      | 0.8861      |
| 1409.png                 | 0.0361      | 0.0184      | 0.0184      | 0.9986      |
| 1410.png                 | 0.8247      | 0.7017      | 0.7349      | 0.9396      |
| 1411.png                 | 0.8312      | 0.7112      | 0.7496      | 0.9327      |
| 1412.png                 | 0.8123      | 0.6840      | 0.9964      | 0.6856      |
| 1414.png                 | 0.7411      | 0.5887      | 0.6113      | 0.9408      |
| 1415.png                 | 0.8378      | 0.7208      | 0.7900      | 0.8916      |
| 1416.png                 | 0.8881      | 0.7988      | 0.8360      | 0.9473      |
| 1417.png                 | 0.8801      | 0.7859      | 0.8894      | 0.8711      |
| 1418.png                 | 0.9301      | 0.8693      | 0.9683      | 0.8948      |
| 1419.png                 | 0.9068      | 0.8296      | 0.9210      | 0.8931      |
| 142.png                  | 0.8811      | 0.7875      | 0.9984      | 0.7885      |
| 1420.png                 | 0.8684      | 0.7674      | 0.9181      | 0.8237      |
| 1422.png                 | 0.0300      | 0.0152      | 0.0152      | 0.9619      |
| 1424.png                 | 0.7420      | 0.5899      | 0.6129      | 0.9403      |
| 1426.png                 | 0.8316      | 0.7118      | 0.7253      | 0.9746      |
| 1427.png                 | 0.9212      | 0.8540      | 0.9800      | 0.8691      |
| 1428.png                 | 0.9432      | 0.8924      | 0.9859      | 0.9039      |
| 1429.png                 | 0.0268      | 0.0136      | 0.0136      | 1.0000      |
| 143.png                  | 0.9132      | 0.8402      | 0.9987      | 0.8412      |
| 1432.png                 | 0.8416      | 0.7265      | 0.7767      | 0.9183      |
| 1433.png                 | 0.9054      | 0.8272      | 0.9124      | 0.8985      |
| 1435.png                 | 0.3190      | 0.1898      | 0.1901      | 0.9909      |
| 1436.png                 | 0.4500      | 0.2903      | 0.2904      | 0.9985      |
| 1437.png                 | 0.0838      | 0.0437      | 0.0437      | 1.0000      |
| 1438.png                 | 0.9116      | 0.8376      | 0.8641      | 0.9647      |
| 1439.png                 | 0.9699      | 0.9415      | 0.9708      | 0.9690      |
| 1442.png                 | 0.8590      | 0.7529      | 0.7961      | 0.9328      |
| 1443.png                 | 0.8752      | 0.7781      | 0.8406      | 0.9129      |
| 1444.png                 | 0.9194      | 0.8509      | 0.9069      | 0.9323      |
| 1445.png                 | 0.9759      | 0.9530      | 0.9895      | 0.9628      |
| 1446.png                 | 0.9573      | 0.9181      | 0.9408      | 0.9744      |
| 1450.png                 | 0.0000      | 0.0000      | 0.0000      | 0.0000      |
| 1451.png                 | 0.7185      | 0.5606      | 0.5643      | 0.9886      |
| 1452.png                 | 0.0612      | 0.0316      | 0.0316      | 0.9828      |
| 1453.png                 | 0.9079      | 0.8314      | 0.9148      | 0.9011      |
| 1454.png                 | 0.9479      | 0.9009      | 0.9954      | 0.9047      |
| 1455.png                 | 0.0240      | 0.0121      | 0.0121      | 1.0000      |
| 1456.png                 | 0.0298      | 0.0151      | 0.0151      | 1.0000      |
| 1457.png                 | 0.8946      | 0.8093      | 0.8414      | 0.9549      |
| 1458.png                 | 0.2099      | 0.1172      | 0.1177      | 0.9661      |
| 1460.png                 | 0.5126      | 0.3446      | 0.3539      | 0.9291      |
| 1461.png                 | 0.3662      | 0.2242      | 0.2363      | 0.8140      |
| 1462.png                 | 0.0799      | 0.0416      | 0.0416      | 0.9970      |
| 1469.png                 | 0.8806      | 0.7867      | 0.8889      | 0.8725      |
| 147.png                  | 0.3087      | 0.1826      | 0.1826      | 0.9986      |
| 1470.png                 | 0.8857      | 0.7948      | 0.8730      | 0.8987      |
| 1472.png                 | 0.8058      | 0.6748      | 0.7468      | 0.8750      |
| 1473.png                 | 0.6596      | 0.4920      | 0.5145      | 0.9186      |
| 1474.png                 | 0.8182      | 0.6923      | 0.7016      | 0.9813      |
| 1476.png                 | 0.8240      | 0.7006      | 0.7188      | 0.9653      |
| 1477.png                 | 0.7123      | 0.5531      | 0.5716      | 0.9447      |
| 1478.png                 | 0.7854      | 0.6466      | 0.6612      | 0.9670      |
| 1479.png                 | 0.5609      | 0.3897      | 0.4004      | 0.9362      |
| 1480.png                 | 0.8505      | 0.7399      | 0.7884      | 0.9233      |
| 1481.png                 | 0.7428      | 0.5908      | 0.6336      | 0.8975      |
| 1482.png                 | 0.0399      | 0.0203      | 0.0203      | 1.0000      |
| 1484.png                 | 0.7935      | 0.6577      | 0.6713      | 0.9702      |
| 1485.png                 | 0.7908      | 0.6540      | 0.6768      | 0.9509      |
| 1486.png                 | 0.7992      | 0.6656      | 0.7545      | 0.8496      |
| 1487.png                 | 0.0087      | 0.0044      | 0.0044      | 0.6777      |
| 1488.png                 | 0.8218      | 0.6974      | 0.8327      | 0.8111      |
